cust_id,balance,balance_freq,purchases,oneoff_p,installments_p,cash_advance,p_freq,oneoff_p_freq,p_installments_freq,cash_advance_freq,cash_advance_trx,p_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure
10179,2187.732265,0.857143,0.0,0.0,0.0,3905.326256,0.0,0.0,0.0,0.285714,9.0,0.0,3000.0,1423.788603,461.365626,0.2,7.0
10180,11972.01104,1.0,5715.0,4685.54,1029.46,1626.351366,1.0,1.0,1.0,0.166667,3.0,90.0,14000.0,4639.513745,3192.306018,0.0,12.0
10181,1608.451822,1.0,0.0,0.0,0.0,205.737165,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,470.565984,408.799147,0.0,12.0
10182,1872.926275,1.0,766.61,766.61,0.0,1017.120578,0.833333,0.833333,0.0,0.25,5.0,12.0,2300.0,0.0,,0.0,12.0
10183,2933.240476,1.0,0.0,0.0,0.0,2040.433925,0.0,0.0,0.0,0.583333,13.0,0.0,3000.0,2431.578544,1739.74883,0.0,12.0
10184,336.799916,1.0,3535.8,1614.7,1921.1,0.0,1.0,0.416667,0.916667,0.0,0.0,44.0,20000.0,2814.231227,186.230835,1.0,12.0
10185,36.236312,0.454545,256.11,0.0,256.11,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,5300.0,831.375322,189.036967,0.166667,12.0
10186,903.29781,1.0,2697.48,150.5,2546.98,0.0,1.0,0.333333,1.0,0.0,0.0,39.0,2500.0,1686.196344,303.361632,0.0,12.0
10187,0.0,0.0,23.0,0.0,23.0,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,5000.0,0.0,,0.0,12.0
10188,2881.253586,1.0,117.0,0.0,117.0,17661.49486,0.25,0.0,0.166667,0.75,28.0,3.0,4500.0,17301.83238,931.618475,0.166667,12.0
10189,5.465999,0.090909,196.81,173.0,23.81,0.0,0.083333,0.083333,0.083333,0.0,0.0,3.0,12000.0,0.0,,0.0,12.0
10190,117.442684,1.0,653.73,493.0,160.73,0.0,0.666667,0.416667,0.416667,0.0,0.0,15.0,10000.0,441.588141,136.827952,0.0,12.0
10191,168.522709,0.818182,2009.05,0.0,2009.05,0.0,0.833333,0.0,0.75,0.0,0.0,22.0,1200.0,2612.760497,197.638558,0.142857,12.0
10192,1706.014379,1.0,147.78,0.0,147.78,1657.090283,0.166667,0.0,0.166667,0.25,4.0,2.0,6000.0,1186.062765,374.595505,0.0,12.0
10193,874.583247,1.0,516.54,159.07,357.47,0.0,1.0,0.333333,0.916667,0.0,0.0,30.0,900.0,579.749308,693.894717,0.0,12.0
10194,861.001207,1.0,969.56,969.56,0.0,446.233197,0.416667,0.416667,0.0,0.083333,1.0,6.0,2400.0,0.0,,0.0,12.0
10196,966.251742,1.0,311.45,311.45,0.0,955.959749,0.333333,0.333333,0.0,0.083333,1.0,15.0,1500.0,277.522439,286.299328,0.0,12.0
10197,38.615644,0.727273,280.4,280.4,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,6150.0,254.392984,55.79974,0.090909,12.0
10198,189.687964,1.0,66.14,66.14,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,6000.0,0.0,,0.0,12.0
10199,40.417255,0.363636,79.2,79.2,0.0,1631.576375,0.083333,0.083333,0.0,0.083333,1.0,1.0,4000.0,1647.880773,24.815878,0.083333,12.0
10200,5462.897068,1.0,1453.32,0.0,1453.32,0.0,0.5,0.0,0.5,0.0,0.0,18.0,16500.0,1382.269127,1755.253802,0.0,12.0
10201,3983.923705,1.0,756.54,756.54,0.0,0.0,0.5,0.5,0.0,0.0,0.0,15.0,4000.0,1110.870941,1431.201171,0.0,12.0
10202,5588.846272,1.0,3507.35,603.75,2903.6,0.0,0.916667,0.166667,0.833333,0.0,0.0,34.0,11500.0,1412.597253,1825.176503,0.0,12.0
10203,281.170378,0.818182,3163.69,56.8,3106.89,0.0,0.75,0.083333,0.666667,0.0,0.0,36.0,8000.0,2422.911622,187.046284,0.888889,12.0
10204,130.251538,0.909091,1343.19,1082.79,260.4,0.0,1.0,1.0,0.583333,0.0,0.0,33.0,15000.0,1043.55929,182.429461,0.545455,12.0
10205,1973.814964,1.0,873.0,873.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,5.0,8000.0,541.722532,762.682834,0.0,12.0
10206,5698.539876,1.0,47.55,0.0,47.55,2039.52804,0.166667,0.0,0.166667,0.75,14.0,2.0,6000.0,2976.579866,3463.174962,0.0,12.0
10207,43.103899,0.454545,370.0,370.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,23000.0,1212.054219,68.725483,0.0,12.0
10208,566.546048,0.909091,405.75,313.75,92.0,1044.651618,0.5,0.166667,0.416667,0.333333,6.0,12.0,2000.0,1249.835142,313.052687,0.0,12.0
10209,24.527253,0.909091,261.64,0.0,261.64,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,4000.0,376.758504,169.78292,0.818182,12.0
10211,8350.145568,1.0,1989.28,842.8,1146.48,893.757903,0.333333,0.166667,0.166667,0.083333,2.0,8.0,14000.0,4720.900413,2557.044576,0.0,12.0
10212,4559.779234,1.0,10848.5,8208.0,2640.5,0.0,1.0,0.666667,1.0,0.0,0.0,123.0,7500.0,9423.715495,2925.275522,0.0,12.0
10213,2.67713,0.090909,43.39,0.0,43.39,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,4000.0,130.107234,29.700051,0.090909,12.0
10214,1570.682346,1.0,645.32,645.32,0.0,1665.331678,0.166667,0.166667,0.0,0.416667,9.0,2.0,1800.0,2591.391006,808.217224,0.0,12.0
10215,7201.736985,1.0,987.1,862.1,125.0,5468.620604,0.333333,0.333333,0.083333,0.25,16.0,9.0,10500.0,1941.541158,2391.987571,0.0,12.0
10216,6467.885013,1.0,1464.14,978.71,485.43,3947.86784,0.833333,0.583333,0.666667,0.416667,10.0,23.0,11500.0,1658.563509,1887.413517,0.0,12.0
10217,64.080909,0.454545,927.0,600.0,327.0,0.0,0.25,0.083333,0.166667,0.0,0.0,4.0,5000.0,1260.16384,59.04439,0.222222,12.0
10218,5635.860679,1.0,393.62,153.72,239.9,5933.467329,0.916667,0.916667,0.166667,0.75,24.0,15.0,10000.0,1919.630466,1731.549385,0.0,12.0
10219,3670.50596,1.0,965.5,876.13,89.37,0.0,0.5,0.5,0.083333,0.0,0.0,9.0,7500.0,1034.932404,941.496383,0.0,12.0
10220,2458.376257,0.818182,0.0,0.0,0.0,102.275984,0.0,0.0,0.0,0.083333,1.0,0.0,7500.0,4543.63481,647.20869,0.0,12.0
10221,768.004936,1.0,336.41,336.41,0.0,0.0,0.75,0.75,0.0,0.0,0.0,9.0,6000.0,947.696134,217.027653,0.0,12.0
10222,75.647479,0.727273,540.0,0.0,540.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,4000.0,548.967281,48.659935,0.0,12.0
10223,2.433254,0.181818,36.0,0.0,36.0,0.0,0.166667,0.0,0.083333,0.0,0.0,2.0,7500.0,0.0,,0.0,12.0
10224,1121.730896,1.0,878.52,103.1,775.42,197.648111,1.0,0.166667,0.916667,0.083333,1.0,39.0,1500.0,542.836917,471.496776,0.0,12.0
10226,7.56809,0.545455,144.26,67.08,77.18,0.0,0.333333,0.083333,0.166667,0.0,0.0,7.0,11500.0,134.710832,75.515008,0.111111,12.0
10227,2053.441598,1.0,493.85,441.35,52.5,1738.33378,0.5,0.333333,0.25,0.833333,16.0,10.0,2000.0,2795.059574,2661.324808,0.0,12.0
10228,2422.311938,1.0,4490.69,3456.25,1034.44,188.783221,1.0,0.916667,1.0,0.083333,1.0,52.0,8500.0,5763.666926,582.589765,0.0,12.0
10229,9047.621884,1.0,11188.62,6099.16,5089.46,0.0,1.0,0.75,1.0,0.0,0.0,151.0,10000.0,11994.41815,8517.258683,0.0,12.0
10230,3061.213971,1.0,1829.2,1792.7,36.5,0.0,1.0,1.0,0.083333,0.0,0.0,17.0,7000.0,971.234118,985.954762,0.0,12.0
10231,41.642389,0.857143,75.99,75.99,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,1.0,2700.0,69.163384,99.401747,0.0,7.0
10232,5431.622968,1.0,1824.16,1598.56,225.6,0.0,1.0,0.916667,0.75,0.0,0.0,23.0,14500.0,1508.016452,1370.519926,0.0,12.0
10233,6571.484039,1.0,9325.22,9325.22,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,5.0,8500.0,11036.72668,1824.680131,0.0,12.0
10234,28.461629,1.0,100.0,100.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4000.0,125.769169,104.857518,0.0,12.0
10235,4178.625215,1.0,1431.89,430.69,1001.2,0.0,1.0,0.416667,0.833333,0.0,0.0,39.0,4000.0,2384.542045,3868.70983,0.0,12.0
10236,3019.019487,1.0,2260.41,1356.33,904.08,0.0,0.833333,0.416667,0.75,0.0,0.0,25.0,8500.0,2187.930651,739.224894,0.0,12.0
10237,1.045584,0.333333,0.0,0.0,0.0,466.643895,0.0,0.0,0.0,0.111111,1.0,0.0,1200.0,1068.581252,25.537,0.5,9.0
10238,2723.369217,0.909091,10410.49,1158.84,9251.65,0.0,0.75,0.666667,0.583333,0.0,0.0,41.0,19500.0,9695.650901,726.696049,0.363636,12.0
10239,1070.999446,1.0,990.7,482.0,508.7,0.0,0.75,0.25,0.583333,0.0,0.0,13.0,1400.0,505.317328,438.324017,0.0,12.0
10240,279.608696,1.0,3034.92,0.0,3034.92,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2900.0,2928.909865,2733.317012,0.083333,12.0
10241,1255.901821,1.0,1038.81,1038.81,0.0,1092.634704,0.916667,0.916667,0.0,0.083333,1.0,21.0,5700.0,1215.454299,422.331098,0.0,12.0
10242,2229.857287,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2500.0,542.7463,628.211031,0.0,12.0
10243,2363.489077,1.0,2641.98,1386.3,1255.68,263.884743,0.833333,0.666667,0.75,0.083333,1.0,41.0,3000.0,1839.928884,1075.456585,0.0,12.0
10244,4014.388265,1.0,1189.52,1189.52,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,8000.0,0.0,,0.0,12.0
10245,7623.224897,1.0,300.0,0.0,300.0,2800.728343,0.5,0.0,0.416667,0.25,3.0,6.0,12000.0,1975.974183,1774.584333,0.0,12.0
10246,3421.571922,1.0,126.69,42.88,83.81,154.341344,0.333333,0.083333,0.25,0.083333,1.0,5.0,10500.0,2515.435738,975.504012,0.0,12.0
10247,48.898611,0.545455,247.09,0.0,247.09,182.357669,0.5,0.0,0.416667,0.166667,3.0,7.0,5500.0,409.594792,69.921472,0.0,12.0
10248,1874.716289,1.0,301.1,83.0,218.1,0.0,0.583333,0.166667,0.333333,0.0,0.0,10.0,1950.0,586.974046,1089.040271,0.0,12.0
10249,3215.511032,0.818182,1112.2,1112.2,0.0,7616.064965,0.25,0.25,0.0,0.25,4.0,4.0,7200.0,0.0,,0.0,12.0
10250,237.235398,0.636364,2410.07,1670.5,739.57,0.0,0.5,0.083333,0.333333,0.0,0.0,15.0,4000.0,3773.727455,169.879335,1.0,12.0
10251,1272.927288,1.0,5350.19,4783.34,566.85,0.0,1.0,1.0,0.916667,0.0,0.0,101.0,8000.0,5825.602115,318.305326,0.166667,12.0
10252,558.476701,1.0,630.03,630.03,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,1.0,5500.0,426.092563,213.369694,0.0,11.0
10253,2814.207626,1.0,3197.24,2080.02,1117.22,0.0,1.0,0.666667,1.0,0.0,0.0,49.0,3000.0,3574.480603,1328.897516,0.0,12.0
10254,8.061012,0.363636,133.0,0.0,133.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,3000.0,130.61272,41.436595,0.181818,12.0
10255,435.862142,1.0,1646.16,1023.42,622.74,0.0,1.0,0.583333,0.75,0.0,0.0,33.0,12000.0,1055.835407,236.619362,0.0,12.0
10256,6.390383,1.0,79.66,0.0,79.66,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,75.896288,75.967742,0.0,12.0
10257,9612.21512,1.0,319.92,0.0,319.92,13439.5704,1.0,0.0,1.0,0.416667,12.0,12.0,12000.0,10993.89211,2501.560923,0.0,12.0
10258,7938.559134,1.0,3677.52,3543.73,133.79,0.0,1.0,1.0,0.5,0.0,0.0,98.0,12500.0,2657.856602,1912.298544,0.0,12.0
10259,2344.478291,1.0,1041.63,1041.63,0.0,4003.968939,0.25,0.25,0.0,0.333333,6.0,14.0,4000.0,3033.665478,716.70488,0.0,12.0
10260,996.48222,1.0,675.96,0.0,675.96,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,1851.602411,1382.292833,0.083333,12.0
10261,19.508047,1.0,193.14,0.0,193.14,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,2000.0,220.46377,71.965063,0.25,12.0
10262,185.640313,1.0,1703.23,1703.23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,11500.0,1449.039414,183.298253,1.0,12.0
10263,5335.302925,1.0,0.0,0.0,0.0,468.958688,0.0,0.0,0.0,0.166667,2.0,0.0,6000.0,1350.318606,1249.937085,0.0,12.0
10265,22.189283,0.363636,234.16,0.0,234.16,0.0,0.363636,0.0,0.272727,0.0,0.0,4.0,1500.0,479.910499,149.977816,0.5,11.0
10266,5.871769,0.818182,29.68,29.68,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,10000.0,76.943584,75.595199,0.0,12.0
10267,1049.496471,1.0,1322.67,1096.71,225.96,774.260436,0.833333,0.75,0.416667,0.25,6.0,28.0,11000.0,802.38543,229.655091,0.0,12.0
10269,5570.190127,1.0,1607.88,0.0,1607.88,0.0,1.0,0.0,1.0,0.0,0.0,84.0,13500.0,1583.411686,2216.638394,0.0,12.0
10270,1668.591831,1.0,0.0,0.0,0.0,1716.941235,0.0,0.0,0.0,0.166667,5.0,0.0,1800.0,2166.981163,568.063083,0.083333,12.0
10271,2224.590946,0.818182,3183.0,3183.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,9000.0,3823.346244,629.080506,0.0,12.0
10272,2903.781184,1.0,3014.23,1340.34,1673.89,103.610197,1.0,0.833333,1.0,0.083333,1.0,93.0,4500.0,1350.370286,655.633916,0.0,12.0
10273,2041.480046,1.0,7323.38,4944.88,2378.5,191.331735,1.0,0.833333,0.75,0.083333,1.0,81.0,3000.0,3792.095079,1737.893866,0.083333,12.0
10274,7755.698607,1.0,8533.54,4072.76,4460.78,7540.30735,1.0,0.5,0.833333,0.5,12.0,72.0,10000.0,4758.209146,7256.951816,0.0,6.0
10275,614.263149,0.727273,408.93,74.8,334.13,0.0,0.5,0.083333,0.5,0.0,0.0,10.0,9000.0,2161.153147,312.343947,0.0,12.0
10276,8097.334733,1.0,3999.92,200.0,3799.92,0.0,1.0,0.083333,1.0,0.0,0.0,14.0,7500.0,5624.074339,9952.672511,0.0,12.0
10277,1082.33027,1.0,2980.46,657.78,2322.68,0.0,1.0,0.5,1.0,0.0,0.0,50.0,6000.0,1116.967993,289.439818,0.0,12.0
10278,2734.66412,1.0,560.73,560.73,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,7500.0,717.798364,670.049653,0.0,12.0
10279,80.708806,1.0,569.9,569.9,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,9500.0,634.000055,92.012927,0.083333,12.0
10280,2554.525229,1.0,6186.77,6099.08,87.69,1898.690655,0.916667,0.75,0.25,0.083333,1.0,38.0,10950.0,11198.92613,608.36886,0.083333,12.0
10281,535.947221,1.0,4550.81,3016.98,1533.83,438.469118,1.0,0.916667,1.0,0.083333,1.0,99.0,8500.0,4317.191232,208.73456,0.916667,12.0
10282,3905.365959,1.0,150.8,150.8,0.0,1659.19931,0.166667,0.166667,0.0,0.416667,5.0,2.0,7500.0,990.524408,989.783286,0.0,12.0
10283,156.278339,1.0,1385.1,1005.1,380.0,0.0,1.0,0.5,0.75,0.0,0.0,21.0,14000.0,1280.473571,193.369942,0.833333,12.0
10284,5131.319584,1.0,32539.78,26547.43,5992.35,0.0,1.0,1.0,1.0,0.0,0.0,98.0,11500.0,26652.34432,1971.129435,0.083333,12.0
10285,5265.763713,1.0,410.24,44.71,365.53,15452.97758,0.916667,0.083333,0.916667,0.333333,13.0,21.0,16500.0,12005.3074,1055.547896,0.083333,12.0
10286,2.564117,0.181818,47.95,47.95,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1500.0,294.507498,86.245988,0.0,12.0
10287,1873.084577,1.0,126.57,126.57,0.0,181.139378,0.25,0.25,0.0,0.083333,1.0,4.0,2100.0,483.557464,524.426392,0.0,12.0
10288,32.124999,0.272727,380.89,380.89,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,5700.0,0.0,,0.0,12.0
10289,1473.495809,1.0,414.0,0.0,414.0,0.0,0.75,0.0,0.666667,0.0,0.0,9.0,10500.0,5863.94034,570.250342,0.5,12.0
10290,1504.82705,1.0,2010.0,630.0,1380.0,1189.292764,1.0,0.166667,1.0,0.083333,1.0,14.0,8500.0,859.829946,479.831475,0.0,12.0
10291,7645.108427,1.0,4693.15,4332.65,360.5,0.0,0.5,0.416667,0.333333,0.0,0.0,12.0,13500.0,4786.64868,1741.158024,0.0,12.0
10292,1129.33758,1.0,498.96,0.0,498.96,72.259355,1.0,0.0,1.0,0.083333,1.0,12.0,1000.0,829.505486,1623.389428,0.0,12.0
10293,668.956687,1.0,224.2,148.12,76.08,0.0,0.583333,0.083333,0.416667,0.0,0.0,9.0,9500.0,568.336995,272.270427,0.0,12.0
10294,2302.184366,1.0,2856.57,922.84,1933.73,0.0,1.0,0.25,1.0,0.0,0.0,62.0,2500.0,2914.419813,2173.680619,0.0,12.0
10295,272.711518,0.818182,0.0,0.0,0.0,682.156051,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,2755.877257,144.621645,0.181818,12.0
10296,4246.430225,1.0,0.0,0.0,0.0,9270.408108,0.0,0.0,0.0,0.666667,16.0,0.0,7000.0,6010.525656,1793.262654,0.083333,12.0
10297,2420.761135,1.0,0.0,0.0,0.0,567.233798,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,871.713321,609.206784,0.0,12.0
10298,2935.324966,1.0,409.63,351.87,57.76,1876.241162,0.583333,0.583333,0.083333,0.25,4.0,12.0,5000.0,580.13865,1114.588285,0.0,12.0
10299,83.148283,0.636364,843.34,843.34,0.0,0.0,0.5,0.5,0.0,0.0,0.0,17.0,6500.0,1024.267592,122.850835,0.5,12.0
10300,5469.851311,1.0,0.0,0.0,0.0,512.792701,0.0,0.0,0.0,0.166667,3.0,0.0,6000.0,1362.966798,2019.027883,0.0,12.0
10301,280.142117,1.0,2236.49,758.52,1477.97,0.0,1.0,1.0,0.666667,0.0,0.0,34.0,10000.0,1986.838064,233.614975,1.0,12.0
10302,5790.930626,1.0,464.51,399.41,65.1,2516.727082,0.416667,0.25,0.166667,0.166667,6.0,10.0,6000.0,1515.594331,2092.915898,0.0,12.0
10303,3605.714046,1.0,1779.0,1779.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,5000.0,856.05828,761.012234,0.0,12.0
10304,3992.261885,1.0,0.0,0.0,0.0,348.834361,0.0,0.0,0.0,0.583333,9.0,0.0,4000.0,1057.678259,1229.820066,0.0,12.0
10305,41.833264,1.0,456.36,0.0,456.36,0.0,1.0,0.0,0.916667,0.0,0.0,14.0,6000.0,370.996177,163.287618,0.333333,12.0
10306,635.090434,0.818182,5758.71,2252.37,3506.34,0.0,0.75,0.25,0.75,0.0,0.0,48.0,2900.0,7943.57021,197.416104,1.0,12.0
10307,1521.1681,1.0,245.98,245.98,0.0,2792.67597,0.166667,0.166667,0.0,0.25,3.0,2.0,6000.0,2261.523522,388.258009,0.0,12.0
10308,5547.092593,1.0,0.0,0.0,0.0,3298.958165,0.0,0.0,0.0,0.083333,2.0,0.0,12000.0,1786.142816,1351.998523,0.0,12.0
10309,2503.107213,1.0,733.9,733.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,3000.0,1620.193277,857.535876,0.0,12.0
10310,191.450711,1.0,1641.07,1641.07,0.0,380.972341,0.666667,0.666667,0.0,0.083333,1.0,15.0,500.0,1583.918811,137.046292,0.636364,12.0
10311,3621.70204,1.0,674.73,674.73,0.0,1684.957411,0.25,0.25,0.0,0.166667,8.0,12.0,4000.0,1139.058595,1403.477006,0.0,12.0
10312,2762.479434,1.0,2702.47,1526.31,1176.16,0.0,1.0,0.25,1.0,0.0,0.0,27.0,11000.0,7596.768364,1013.086448,0.083333,12.0
10313,4338.606862,1.0,0.0,0.0,0.0,1817.569093,0.0,0.0,0.0,0.083333,4.0,0.0,8000.0,8019.800702,964.118618,0.0,12.0
10314,388.873921,0.727273,1579.15,1462.35,116.8,0.0,0.583333,0.5,0.25,0.0,0.0,15.0,2700.0,451.600059,199.955286,0.0,12.0
10315,9261.310686,1.0,0.0,0.0,0.0,8603.045938,0.0,0.0,0.0,0.416667,10.0,0.0,11000.0,1933.413908,2576.552758,0.0,12.0
10316,208.131845,1.0,2161.38,451.5,1709.88,0.0,1.0,0.166667,1.0,0.0,0.0,41.0,4500.0,2059.879468,165.05215,1.0,12.0
10317,169.088238,1.0,1482.19,446.07,1036.12,0.0,1.0,0.583333,0.666667,0.0,0.0,26.0,6000.0,1289.570234,173.686552,0.666667,12.0
10318,133.911556,1.0,1446.05,544.45,901.6,0.0,1.0,0.083333,1.0,0.0,0.0,16.0,3500.0,1364.121036,186.240772,0.833333,12.0
10319,1613.34907,0.909091,0.0,0.0,0.0,1606.322681,0.0,0.0,0.0,0.181818,3.0,0.0,4500.0,312.433361,648.139459,0.0,11.0
10320,566.908563,1.0,397.06,303.7,93.36,0.0,0.666667,0.166667,0.583333,0.0,0.0,12.0,2100.0,0.0,,0.0,12.0
10321,53.208422,1.0,498.17,459.02,39.15,0.0,0.916667,0.916667,0.083333,0.0,0.0,14.0,15000.0,611.606459,162.94308,0.909091,12.0
10322,1329.967543,1.0,2009.12,1296.68,712.44,1763.794583,1.0,1.0,1.0,0.25,10.0,36.0,2500.0,2715.972095,956.330023,0.0,12.0
10323,515.904786,1.0,5359.02,2399.78,2959.24,0.0,1.0,1.0,1.0,0.0,0.0,60.0,6000.0,0.0,,0.0,12.0
10324,927.041961,1.0,0.0,0.0,0.0,402.974164,0.0,0.0,0.0,0.333333,5.0,0.0,1000.0,719.974244,339.553093,0.0,12.0
10325,1872.767651,1.0,0.0,0.0,0.0,3394.509419,0.0,0.0,0.0,0.166667,3.0,0.0,5500.0,1151.721386,627.015802,0.0,12.0
10326,185.396312,1.0,0.0,0.0,0.0,842.456926,0.0,0.0,0.0,0.363636,7.0,0.0,1000.0,117.542764,137.6915,0.0,11.0
10327,4823.822993,0.857143,0.0,0.0,0.0,6481.300951,0.0,0.0,0.0,0.142857,4.0,0.0,7000.0,863.62306,1148.631716,0.0,7.0
10328,994.105777,1.0,126.2,126.2,0.0,0.0,0.833333,0.833333,0.0,0.0,0.0,10.0,1950.0,314.302968,417.290247,0.0,12.0
10329,40.089221,1.0,225.0,0.0,225.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,325.578502,286.122587,0.166667,12.0
10330,0.478714,0.090909,734.97,159.0,575.97,0.0,0.833333,0.083333,0.75,0.0,0.0,16.0,6000.0,1159.135064,,0.0,12.0
10331,4732.37354,1.0,14.95,0.0,14.95,2173.356068,0.083333,0.0,0.083333,0.416667,11.0,1.0,5700.0,1289.284068,1172.289863,0.0,12.0
10332,9206.811696,1.0,874.98,350.0,524.98,4653.693195,0.75,0.083333,0.666667,0.333333,9.0,16.0,12500.0,2055.100879,2199.077716,0.0,12.0
10333,6719.376505,1.0,0.0,0.0,0.0,2443.262416,0.0,0.0,0.0,0.333333,7.0,0.0,7500.0,1493.089193,2488.976669,0.0,12.0
10334,2233.074041,1.0,445.2,445.2,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,4.0,8000.0,1042.991769,579.587654,0.0,12.0
10335,1867.649838,1.0,0.0,0.0,0.0,3264.573342,0.0,0.0,0.0,0.666667,9.0,0.0,4500.0,476.162309,401.970276,0.0,12.0
10336,57.842746,1.0,689.34,0.0,689.34,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1500.0,453.842413,148.28357,0.333333,12.0
10337,4194.033835,0.727273,2006.87,420.6,1586.27,0.0,0.666667,0.083333,0.666667,0.0,0.0,26.0,21000.0,19714.09728,1479.309409,0.1,12.0
10338,2459.862339,1.0,678.0,678.0,0.0,927.25167,1.0,1.0,0.0,0.25,4.0,12.0,2500.0,1926.31853,1933.173023,0.0,12.0
10339,850.630114,1.0,0.05,0.05,0.0,1700.634586,0.083333,0.083333,0.0,0.333333,7.0,1.0,1000.0,1084.281127,367.409536,0.0,12.0
10340,353.198215,1.0,3085.69,3032.97,52.72,0.0,1.0,1.0,0.083333,0.0,0.0,21.0,8500.0,2690.525687,192.66679,1.0,12.0
10341,2669.160638,1.0,0.0,0.0,0.0,142.141325,0.0,0.0,0.0,0.166667,2.0,0.0,3000.0,642.777061,1122.076137,0.0,12.0
10342,92.440743,0.909091,1080.0,1080.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,12.0,6000.0,1077.058667,169.005281,1.0,12.0
10343,706.675991,1.0,2721.16,2417.41,303.75,0.0,1.0,0.5,1.0,0.0,0.0,32.0,6500.0,4952.900653,280.821958,0.083333,12.0
10344,361.319366,1.0,3095.96,1383.56,1712.4,0.0,1.0,0.916667,0.833333,0.0,0.0,32.0,14000.0,4003.782858,197.186568,0.583333,12.0
10345,2324.086254,0.909091,0.0,0.0,0.0,1600.758078,0.0,0.0,0.0,0.909091,13.0,0.0,2300.0,2147.890523,2077.873573,0.0,11.0
10346,2922.487907,1.0,71.07,0.0,71.07,3595.158425,0.25,0.0,0.166667,0.166667,9.0,3.0,9500.0,9226.751112,797.250949,0.0,12.0
10347,98.364739,0.181818,65.0,0.0,65.0,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,1200.0,718.794328,53.655347,0.0,12.0
10348,498.208616,1.0,4786.61,4397.64,388.97,0.0,0.916667,0.833333,0.5,0.0,0.0,61.0,9000.0,3805.669705,163.459999,1.0,12.0
10349,16.93339,0.454545,174.42,0.0,174.42,0.0,0.333333,0.0,0.25,0.0,0.0,5.0,2500.0,347.08638,149.301101,0.75,12.0
10350,3355.631092,1.0,242.88,0.0,242.88,0.0,1.0,0.0,1.0,0.0,0.0,12.0,13500.0,6084.115091,890.639118,0.090909,12.0
10351,907.982017,1.0,216.94,216.94,0.0,1011.997944,0.166667,0.166667,0.0,0.166667,5.0,3.0,3200.0,222.02316,300.210049,0.0,12.0
10352,1132.386178,0.454545,2246.3,2246.3,0.0,14048.07181,0.333333,0.333333,0.0,0.416667,20.0,8.0,6000.0,32048.6122,406.790252,0.8,12.0
10353,1254.6691,1.0,361.73,361.73,0.0,198.686744,0.166667,0.166667,0.0,0.083333,1.0,2.0,1500.0,535.606816,432.68808,0.0,12.0
10354,80.336636,0.6,330.0,330.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,1.0,1800.0,345.330572,85.297166,0.0,10.0
10355,260.838885,1.0,2854.11,1797.96,1056.15,0.0,1.0,0.833333,0.916667,0.0,0.0,51.0,9500.0,2437.332725,176.283228,1.0,12.0
10356,17.356961,0.454545,390.0,90.0,300.0,0.0,0.5,0.083333,0.5,0.0,0.0,7.0,2000.0,302.454171,74.667401,0.0,12.0
10357,1897.672025,1.0,422.18,422.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,5500.0,2961.632199,440.30634,0.0,12.0
