enrollee_id,city,city_development_index,gender,relevant_exp,enrolled_university,edu_level,major_discipline,exp,company_size,company_type,last_new_job,training_hours,target,Xgrp
24494,city_150,0.698,Male,Has,Full time course,Masters,STEM,4,,,2,138.0,1,train
18181,city_24,0.698,,Has,Full time course,High School,,5,,,1,43.0,1,train
638,city_102,0.804,Male,Has,Full time course,Graduate,Business Degree,1,<10,Pvt Ltd,1,52.0,1,train
31623,city_23,0.899,Male,Has,Full time course,Graduate,STEM,12,10000+,Pvt Ltd,2,69.0,0,train
32199,city_13,0.8270000000000001,Male,Has,no_enrollment,Masters,STEM,7,,,2,48.0,0,train
23882,city_114,0.926,Male,No,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,67.0,0,train
12434,city_61,0.913,Male,Has,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,74.0,0,train
25976,city_21,0.624,,Has,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,246.0,1,train
15444,city_136,0.897,,Has,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,278.0,0,train
6869,city_114,0.926,,Has,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,51.0,0,train
11592,city_114,0.926,Male,No,Full time course,Masters,STEM,14,50-99,NGO,1,50.0,0,train
21831,city_114,0.926,,Has,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,72.0,1,train
10300,city_102,0.804,Male,No,no_enrollment,Masters,Business Degree,10,10000+,Public Sector,2,52.0,0,train
19420,city_21,0.624,Female,Has,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,79.0,0,train
17812,city_76,0.698,Male,Has,Part time course,Masters,STEM,7,,,3,56.0,1,train
14315,city_165,0.903,,No,Full time course,High School,,1,,,never,122.0,0,train
14076,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,80.0,0,train
11797,city_116,0.743,Female,Has,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,18.0,0,train
3909,city_103,0.92,Male,Has,no_enrollment,Graduate,Business Degree,1,1000-4999,NGO,1,48.0,0,train
13877,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,2,42.0,0,train
29549,city_16,0.91,Male,Has,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,1,113.0,0,train
433,city_152,0.698,Male,No,Full time course,Graduate,STEM,5,,Pvt Ltd,never,12.0,1,train
10753,city_103,0.92,Male,Has,Part time course,Graduate,STEM,16,100-500,NGO,1,22.0,0,train
11509,city_21,0.624,,Has,,Graduate,STEM,4,100-500,Pvt Ltd,4,26.0,1,train
17591,city_103,0.92,,No,,,,3,,,never,174.0,0,train
14965,city_103,0.92,,Has,no_enrollment,Masters,STEM,,,,,70.0,0,train
14722,city_69,0.856,,Has,no_enrollment,Masters,Other,7,50-99,Pvt Ltd,1,95.0,0,train
1469,city_159,0.843,,No,Full time course,Graduate,STEM,4,,,,28.0,0,train
5853,city_21,0.624,Male,Has,no_enrollment,Masters,STEM,7,<10,Pvt Ltd,>4,48.0,0,train
4675,city_11,0.55,Male,No,Full time course,High School,,4,,,never,23.0,0,train
23985,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,12,,,1,3.0,0,train
22717,city_21,0.624,,Has,no_enrollment,Graduate,STEM,4,50-99,,,19.0,1,train
27817,city_21,0.624,Male,No,Full time course,High School,,5,,,never,73.0,1,train
19397,city_103,0.92,,Has,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,4,168.0,1,train
24903,city_21,0.624,,No,Part time course,High School,,<1,,,never,50.0,0,train
30872,city_83,0.923,Male,No,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,17.0,0,train
16376,city_114,0.926,Male,Has,Part time course,Graduate,STEM,6,5000-9999,NGO,never,31.0,0,train
1895,city_36,0.893,Female,Has,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,1,38.0,0,train
20848,city_10,0.895,Female,Has,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,94.0,0,train
1993,city_21,0.624,,Has,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,7.0,1,train
18768,city_21,0.624,Male,Has,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,2,55.0,0,train
22006,city_102,0.804,Male,No,Full time course,Graduate,STEM,4,,,never,54.0,0,train
18323,city_103,0.92,Male,No,no_enrollment,High School,,5,,,never,105.0,0,train
32661,city_21,0.624,Male,Has,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,10.0,0,train
33258,city_114,0.926,Male,Has,Full time course,Masters,STEM,9,10/49,Pvt Ltd,4,111.0,1,train
24296,city_21,0.624,Male,Has,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,16.0,1,train
21781,city_11,0.55,Male,No,Full time course,High School,,2,,,1,10.0,1,train
20248,city_102,0.804,Male,Has,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,50.0,0,train
3506,city_102,0.804,Male,Has,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,15.0,0,train
7061,city_65,0.802,,Has,Full time course,Graduate,STEM,6,,,,100.0,0,train
12272,city_160,0.92,Male,Has,Full time course,Graduate,STEM,9,100-500,,1,20.0,0,train
32542,city_64,0.6659999999999999,Other,Has,no_enrollment,High School,,>20,<10,Pvt Ltd,never,76.0,0,train
18834,city_73,0.754,Female,Has,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,3,49.0,0,train
6744,city_73,0.754,,Has,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,12.0,0,train
13339,city_21,0.624,Male,No,Part time course,Graduate,Other,<1,10/49,Pvt Ltd,1,10.0,1,train
20712,city_71,0.884,Male,Has,no_enrollment,Phd,STEM,>20,,,>4,98.0,0,train
25805,city_103,0.92,Male,Has,no_enrollment,Graduate,Humanities,1,10000+,Pvt Ltd,1,25.0,0,train
19387,city_75,0.939,Male,Has,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,34.0,0,train
28471,city_103,0.92,Female,Has,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36.0,0,train
17306,city_21,0.624,,No,no_enrollment,Graduate,STEM,4,,,2,34.0,1,train
692,city_114,0.926,Male,Has,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,1,2.0,0,train
7493,city_160,0.92,Male,Has,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,84.0,0,train
30723,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,13,1000-4999,NGO,1,15.0,0,train
32470,city_77,0.83,Male,Has,Full time course,Graduate,STEM,11,<10,Pvt Ltd,1,15.0,0,train
22164,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,>4,113.0,0,train
12331,city_79,0.698,,No,Part time course,,,2,,,,28.0,1,train
31165,city_21,0.624,,No,Full time course,Graduate,STEM,2,,,never,114.0,0,train
30395,city_114,0.926,Male,Has,no_enrollment,High School,,15,50-99,Pvt Ltd,>4,64.0,0,train
5500,city_83,0.923,,Has,no_enrollment,Graduate,STEM,5,,,>4,15.0,0,train
12611,city_103,0.92,Male,Has,no_enrollment,High School,,5,,,1,24.0,1,train
2244,city_67,0.855,,Has,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,64.0,0,train
3986,city_23,0.899,Male,Has,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,2,10.0,0,train
29198,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,52.0,0,train
23080,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,1,46.0,0,train
30412,city_104,0.924,Male,No,Full time course,,,3,,,>4,264.0,0,train
28378,city_21,0.624,Male,No,Part time course,Masters,STEM,8,1000-4999,Pvt Ltd,1,28.0,0,train
6475,city_75,0.939,Male,No,no_enrollment,Primary School,,2,,,never,204.0,0,train
663,city_160,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,212.0,0,train
5591,city_117,0.698,Male,Has,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,3,14.0,0,train
15552,city_116,0.743,,Has,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,,8.0,0,train
13313,city_21,0.624,,Has,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,110.0,0,train
30832,city_149,0.6890000000000001,Other,No,,Graduate,STEM,1,,,1,116.0,1,train
31166,city_21,0.624,Female,No,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,never,31.0,0,train
7695,city_150,0.698,Male,Has,no_enrollment,Graduate,STEM,8,100-500,NGO,1,66.0,0,train
4395,city_120,0.78,Male,No,no_enrollment,Masters,Humanities,6,500-999,Public Sector,>4,20.0,0,train
8245,city_71,0.884,,Has,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,17.0,0,train
10452,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,308.0,0,train
3640,city_41,0.8270000000000001,Male,Has,no_enrollment,Masters,STEM,18,500-999,Pvt Ltd,>4,26.0,0,train
27673,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,20,,,1,19.0,0,train
30356,city_46,0.762,Male,Has,no_enrollment,Graduate,STEM,17,,,2,17.0,1,train
20701,city_71,0.884,Male,Has,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,never,20.0,0,train
18307,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,<1,,,1,44.0,1,train
13799,city_105,0.794,Male,Has,no_enrollment,Graduate,No Major,9,50-99,Pvt Ltd,2,212.0,0,train
12369,city_11,0.55,Male,Has,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,87.0,1,train
14279,city_176,0.764,Male,Has,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,2,12.0,0,train
29761,city_160,0.92,Male,No,Full time course,Graduate,Other,3,,,never,13.0,1,train
27320,city_100,0.887,Male,Has,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,102.0,1,train
17687,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,30.0,1,train
18685,city_16,0.91,,Has,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,94.0,0,train
18224,city_128,0.527,Male,Has,Full time course,High School,,1,,,never,25.0,1,train
15972,city_114,0.926,Male,Has,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,3,24.0,0,train
30585,city_97,0.925,Male,Has,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,3,10.0,0,train
16884,city_160,0.92,Male,Has,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,40.0,0,train
28688,city_75,0.939,Male,Has,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,>4,116.0,0,train
16068,city_141,0.763,,Has,,Masters,STEM,19,,,never,28.0,0,train
10634,city_83,0.923,Male,Has,no_enrollment,Masters,STEM,>20,,,>4,166.0,1,train
4933,city_100,0.887,Male,Has,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,152.0,0,train
12622,city_114,0.926,Male,Has,no_enrollment,Masters,Humanities,4,50-99,Pvt Ltd,never,10.0,0,train
22001,city_16,0.91,Male,No,no_enrollment,Masters,STEM,>20,,,>4,83.0,0,train
22882,city_114,0.926,,Has,Full time course,Phd,STEM,14,50-99,Pvt Ltd,>4,61.0,0,train
17364,city_128,0.527,Male,No,no_enrollment,Graduate,Other,5,,,1,17.0,1,train
8254,city_102,0.804,Female,Has,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,>4,41.0,0,train
23966,city_67,0.855,,Has,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,17.0,0,train
12771,city_105,0.794,Male,Has,no_enrollment,Masters,STEM,2,<10,Funded Startup,2,46.0,0,train
29007,city_104,0.924,Male,Has,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,131.0,0,train
11107,city_90,0.698,Male,Has,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,1,55.0,0,train
7294,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,12.0,0,train
23085,city_162,0.767,Male,Has,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,3,84.0,0,train
6945,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,94.0,0,train
12710,city_116,0.743,,Has,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,20.0,0,train
6340,city_103,0.92,,Has,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,3,76.0,0,train
29985,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,124.0,0,train
20889,city_159,0.843,Male,Has,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,68.0,0,train
13885,city_103,0.92,Male,Has,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,22.0,0,train
30927,city_103,0.92,Male,Has,no_enrollment,Graduate,Business Degree,5,,,2,54.0,1,train
22249,city_16,0.91,Male,Has,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,1,12.0,0,train
2138,city_100,0.887,Male,Has,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,23.0,0,train
6318,city_67,0.855,Male,Has,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,15.0,0,train
2391,city_160,0.92,Male,No,no_enrollment,Graduate,STEM,>20,,,2,32.0,0,train
30848,city_16,0.91,Male,No,no_enrollment,High School,,2,,,never,17.0,0,train
12892,city_100,0.887,Male,Has,Full time course,Graduate,STEM,10,100-500,,never,10.0,0,train
24030,city_75,0.939,Male,No,no_enrollment,High School,,6,50-99,Pvt Ltd,>4,162.0,0,train
4394,city_103,0.92,Female,Has,no_enrollment,Masters,STEM,>20,,,>4,46.0,0,train
262,city_21,0.624,Male,No,Full time course,High School,,8,,Pvt Ltd,never,328.0,0,train
25550,city_111,0.698,Male,No,no_enrollment,High School,,8,<10,Pvt Ltd,>4,20.0,0,train
21515,city_115,0.789,Male,Has,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,4.0,0,train
12435,city_28,0.939,Male,Has,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,2.0,0,train
2395,city_21,0.624,,Has,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,1,46.0,0,train
31395,city_75,0.939,Male,Has,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,26.0,0,train
30802,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,88.0,0,train
22895,city_61,0.913,Male,Has,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,20.0,0,train
18087,city_138,0.836,Male,Has,no_enrollment,Graduate,STEM,>20,,,>4,83.0,0,train
3007,city_21,0.624,,Has,Part time course,Phd,Other,4,50-99,Pvt Ltd,,8.0,1,train
1644,city_103,0.92,Male,No,Full time course,Masters,STEM,14,,,never,40.0,1,train
15175,city_16,0.91,Female,Has,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,37.0,0,train
899,city_159,0.843,Male,Has,no_enrollment,High School,,>20,,,>4,44.0,0,train
13489,city_114,0.926,Male,No,no_enrollment,Graduate,STEM,<1,50-99,,1,49.0,0,train
25265,city_91,0.691,Male,No,no_enrollment,High School,,3,,,2,8.0,0,train
13034,city_103,0.92,Male,Has,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,72.0,0,train
14818,city_89,0.925,Male,No,Full time course,Graduate,STEM,1,,,1,102.0,1,train
6782,city_93,0.865,,Has,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,30.0,0,train
455,city_23,0.899,Male,Has,no_enrollment,Graduate,STEM,4,100-500,Funded Startup,2,52.0,0,train
21694,city_71,0.884,Female,Has,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,99.0,0,train
28208,city_21,0.624,,No,Full time course,High School,,5,,,never,91.0,1,train
23534,city_103,0.92,Male,No,Full time course,High School,,6,50-99,Public Sector,2,111.0,1,train
16891,city_23,0.899,Male,Has,Part time course,Graduate,STEM,16,10000+,Pvt Ltd,3,9.0,0,train
30677,city_114,0.926,,Has,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,41.0,0,train
24875,city_103,0.92,,No,Full time course,Graduate,STEM,,10/49,,1,41.0,1,train
4418,city_160,0.92,Male,Has,no_enrollment,Masters,STEM,>20,,,>4,77.0,1,train
29425,city_160,0.92,Male,Has,no_enrollment,Masters,STEM,>20,,,>4,63.0,1,train
29893,city_160,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,>4,262.0,0,train
910,city_9,0.743,Male,Has,no_enrollment,Masters,STEM,7,<10,Funded Startup,1,17.0,1,train
19529,city_21,0.624,,Has,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,10.0,1,train
671,city_114,0.926,Male,Has,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,20.0,0,train
324,city_102,0.804,Male,Has,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,78.0,0,train
6131,city_102,0.804,,Has,no_enrollment,Graduate,STEM,>20,,,never,37.0,0,train
9374,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,55.0,0,train
15270,city_160,0.92,Male,No,no_enrollment,Primary School,,4,,,never,41.0,0,train
21539,city_73,0.754,Male,Has,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,3,88.0,0,train
26308,city_138,0.836,Male,No,Full time course,Graduate,STEM,6,,,1,73.0,0,train
14106,city_103,0.92,Female,No,Full time course,Graduate,STEM,<1,,,1,31.0,1,train
12263,city_16,0.91,Male,Has,no_enrollment,Graduate,Humanities,3,,,>4,2.0,0,train
31455,city_167,0.921,Male,No,Full time course,Graduate,STEM,3,,,1,76.0,1,train
19445,city_117,0.698,Male,Has,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,4,8.0,1,train
9260,city_21,0.624,Male,Has,Part time course,Masters,STEM,3,100-500,Pvt Ltd,2,25.0,0,train
5955,city_102,0.804,Female,Has,no_enrollment,Masters,STEM,10,,Pvt Ltd,2,24.0,0,train
12876,city_11,0.55,,Has,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,57.0,1,train
295,city_102,0.804,Male,No,Full time course,High School,,4,,,never,66.0,0,train
27013,city_114,0.926,,No,no_enrollment,Graduate,Humanities,17,,,>4,33.0,0,train
32208,city_64,0.6659999999999999,Male,Has,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,1,78.0,0,train
27152,city_11,0.55,Male,Has,no_enrollment,Graduate,STEM,5,50-99,,2,90.0,1,train
9986,city_103,0.92,Male,Has,no_enrollment,Phd,STEM,>20,100-500,Funded Startup,3,34.0,0,train
1660,city_103,0.92,,Has,no_enrollment,Graduate,No Major,8,,,1,58.0,1,train
6629,city_116,0.743,Male,Has,Full time course,High School,,10,1000-4999,Pvt Ltd,1,50.0,0,train
24282,city_23,0.899,Female,Has,no_enrollment,Masters,STEM,20,500-999,Pvt Ltd,>4,10.0,0,train
30394,city_114,0.926,Male,Has,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,9.0,0,train
28743,city_100,0.887,Male,No,no_enrollment,High School,,1,,,1,51.0,0,train
23692,city_91,0.691,Male,Has,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,45.0,0,train
22470,city_136,0.897,Male,Has,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,126.0,0,train
28559,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,22.0,0,train
31082,city_114,0.926,Male,No,Full time course,Masters,STEM,13,10000+,Public Sector,4,90.0,1,train
20636,city_173,0.878,Male,Has,no_enrollment,Masters,STEM,>20,,,,45.0,0,train
14584,city_157,0.769,,Has,no_enrollment,Graduate,STEM,4,1000-4999,Public Sector,1,20.0,0,train
27871,city_75,0.939,,Has,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,108.0,0,train
29770,city_83,0.923,Female,No,Full time course,Graduate,STEM,4,10000+,,1,206.0,0,train
26620,city_19,0.682,Male,Has,no_enrollment,Graduate,STEM,8,,,2,28.0,1,train
18424,city_98,0.949,Male,No,no_enrollment,Masters,No Major,>20,5000-9999,Public Sector,3,22.0,0,train
24161,city_21,0.624,,Has,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,never,52.0,1,train
2342,city_104,0.924,Male,Has,no_enrollment,Masters,Other,>20,50-99,Pvt Ltd,1,65.0,0,train
28805,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,19,100-500,NGO,1,21.0,0,train
13329,city_114,0.926,Male,Has,no_enrollment,Phd,STEM,>20,,,>4,4.0,0,train
18995,city_67,0.855,,No,Part time course,High School,,2,,,never,112.0,0,train
2869,city_16,0.91,Male,Has,no_enrollment,Graduate,STEM,15,,,>4,58.0,0,train
24574,city_143,0.74,Male,No,no_enrollment,High School,,<1,,,never,312.0,0,train
5316,city_152,0.698,,No,no_enrollment,High School,,3,,Pvt Ltd,never,202.0,0,train
22614,city_21,0.624,Male,Has,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,68.0,1,train
12549,city_21,0.624,Male,Has,no_enrollment,Graduate,STEM,6,50-99,,1,70.0,1,train
438,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,77.0,0,train
15908,city_160,0.92,Male,Has,no_enrollment,Graduate,STEM,7,10/49,Funded Startup,2,2.0,0,train
15170,city_114,0.926,Other,No,Full time course,High School,,<1,,,never,13.0,0,train
13556,city_16,0.91,,No,Full time course,High School,,1,,,never,69.0,0,train
16429,city_114,0.926,,No,no_enrollment,Masters,STEM,2,10/49,Pvt Ltd,1,42.0,0,train
9025,city_67,0.855,,Has,,Masters,STEM,11,100-500,Pvt Ltd,>4,10.0,0,train
27720,city_142,0.727,Male,Has,no_enrollment,Graduate,STEM,19,100-500,Funded Startup,2,83.0,0,train
21646,city_40,0.7759999999999999,Male,No,Full time course,High School,,5,,,never,56.0,1,train
11962,city_39,0.898,Male,Has,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,1,31.0,0,train
2157,city_10,0.895,Male,Has,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,>4,82.0,0,train
7815,city_65,0.802,Male,Has,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,87.0,0,train
28986,city_103,0.92,Female,Has,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,1,220.0,0,train
4753,city_67,0.855,,No,Full time course,High School,,2,,Pvt Ltd,never,198.0,0,train
22453,city_76,0.698,,Has,no_enrollment,Masters,STEM,9,1000-4999,NGO,2,119.0,1,train
24154,city_103,0.92,Male,No,no_enrollment,Graduate,Arts,7,50-99,Funded Startup,1,103.0,0,train
11418,city_103,0.92,Male,No,no_enrollment,Phd,STEM,16,,,1,28.0,0,train
25589,city_75,0.939,Male,No,Full time course,High School,,7,5000-9999,Pvt Ltd,2,48.0,0,train
11439,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,184.0,0,train
8729,city_103,0.92,Male,No,Full time course,Graduate,STEM,5,,,1,21.0,0,train
18828,city_16,0.91,,Has,no_enrollment,Masters,STEM,3,10/49,Pvt Ltd,1,248.0,0,train
19552,city_98,0.949,Male,Has,no_enrollment,Masters,Other,>20,500-999,Pvt Ltd,2,14.0,0,train
6520,city_160,0.92,Male,Has,no_enrollment,Masters,STEM,>20,,,>4,74.0,1,train
1930,city_75,0.939,,Has,no_enrollment,Graduate,Humanities,5,50-99,Pvt Ltd,1,13.0,0,train
11306,city_103,0.92,Male,Has,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,2,3.0,1,train
18837,city_16,0.91,Female,Has,no_enrollment,Masters,STEM,5,,,2,86.0,0,train
28678,city_53,0.74,Male,Has,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,292.0,0,train
189,city_71,0.884,,Has,Part time course,Masters,STEM,13,500-999,Pvt Ltd,1,40.0,0,train
5642,city_90,0.698,Male,Has,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,31.0,0,train
13320,city_103,0.92,Male,Has,no_enrollment,Graduate,No Major,15,,,>4,174.0,1,train
24312,city_48,0.493,Male,Has,no_enrollment,High School,,4,,,1,105.0,1,train
17879,city_141,0.763,Male,No,Part time course,Graduate,STEM,2,,,2,25.0,0,train
23960,city_46,0.762,Male,Has,no_enrollment,Graduate,STEM,>20,,,2,70.0,0,train
10671,city_16,0.91,Male,Has,no_enrollment,Masters,Other,8,10000+,Pvt Ltd,3,17.0,0,train
4338,city_19,0.682,Male,Has,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,103.0,0,train
6313,city_160,0.92,Male,Has,no_enrollment,Masters,STEM,18,50-99,Pvt Ltd,4,109.0,0,train
25482,city_12,0.64,Male,Has,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,48.0,0,train
26022,city_103,0.92,Female,Has,no_enrollment,Masters,Humanities,11,50-99,Public Sector,1,26.0,0,train
28481,city_103,0.92,Male,Has,no_enrollment,High School,,18,,Pvt Ltd,>4,116.0,0,train
27611,city_103,0.92,Male,Has,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,22.0,0,train
31931,city_16,0.91,Female,Has,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,never,57.0,0,train
7465,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,62.0,0,train
14121,city_103,0.92,Male,Has,Part time course,Graduate,STEM,3,100-500,NGO,1,109.0,1,train
10567,city_67,0.855,Male,Has,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,89.0,0,train
21921,city_103,0.92,,Has,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,146.0,0,train
10020,city_16,0.91,Male,Has,Full time course,Graduate,STEM,16,500-999,Pvt Ltd,1,53.0,0,train
7755,city_114,0.926,Male,Has,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,114.0,0,train
26835,city_21,0.624,Male,Has,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,never,21.0,1,train
20172,city_160,0.92,Male,Has,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,52.0,0,train
23107,city_160,0.92,Male,Has,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,216.0,0,train
26378,city_145,0.555,Male,No,Full time course,High School,,2,,,never,34.0,1,train
5358,city_23,0.899,,Has,no_enrollment,Graduate,Humanities,2,500-999,Pvt Ltd,1,30.0,0,train
22496,city_16,0.91,,Has,no_enrollment,Masters,STEM,2,5000-9999,Pvt Ltd,never,43.0,0,train
8203,city_21,0.624,Male,Has,,Masters,STEM,5,<10,Early Stage Startup,,107.0,1,train
29559,city_103,0.92,Male,Has,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,55.0,0,train
25151,city_173,0.878,Male,No,Full time course,Graduate,STEM,3,,,3,112.0,1,train
2957,city_114,0.926,,Has,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,42.0,0,train
182,city_67,0.855,Male,Has,no_enrollment,Graduate,STEM,10,,Pvt Ltd,1,28.0,0,train
22578,city_21,0.624,Male,Has,no_enrollment,,,2,,,1,27.0,0,train
